업체명,연락처,업종,업태,행정동,도로명 주소,위도,경도,데이터 기준일자
큰동해시장 노점 3,,도소매,,해도동,경상북도 포항시 남구 중앙로 134번길 30-12 (해도동),36.0251397,129.371184,2019-08-07
큰동해시장 노점 4,,도소매,,해도동,"경상북도 포항시 남구 운하로 136, 102동 1005호 (송도동, 송도세잔베르체)",36.0358929,129.3712423,2019-08-07
큰동해시장 노점 5,,소매,육류(닭고기),해도동,"경상북도 포항시 북구 포스코대로 277, 401호 (죽도동)",36.0212792,129.3551244,2019-08-07
큰동해시장 노점 6,,소매,과일,해도동,"경상북도 포항시 남구 상공로 199, A동 702호 (대도동, 축복웰빙타운)",36.0225391,129.367623,2019-08-07
큰동해시장 노점 7,,제조,방앗간,해도동,경상북도 포항시 남구 중앙로 146번길 36-7 (해도동),36.0264561,129.3719289,2019-08-07
큰동해시장 노점 8,,소매,,해도동,경상북도 포항시 남구 중앙로 134번길 30-7 (해도동),36.0252475,129.3715837,2019-08-07
큰동해시장 노점 9,,,,해도동,"경상북도 포항시 남구 중앙로 134번길 30-7, 2층 5호 (해도동)",36.0252475,129.3715837,2019-08-07
큰동해시장 노점 10,,,,해도동,경상북도 포항시 남구 해동로 64 (해도동),36.0250915,129.3730911,2019-08-07
큰동해시장 노점 11,,,,해도동,경상북도 포항시 남구 상공로221번길 8-15 (해도동),36.0238783,129.3702421,2019-08-07
큰동해시장 노점 12,,,,해도동,경상북도 포항시 남구 상공로 267-4 (해도동),36.0240352,129.3748885,2019-08-07
큰동해시장 노점 13,,음식,분식,해도동,경상북도 포항시 남구 중앙로 146번길 28 (해도동),36.0265088,129.3708194,2019-08-07
오천시장 노점 2,,,,오천읍,경상북도 포항시 남구 장기면 동해안로 3513-7,35.8946511,129.523778,2019-08-07
오천시장 노점 3,,,,오천읍,경상북도 포항시 남구 장기면 동해안로 3505-21,35.8943657,129.5236036,2019-08-07
연일전통시장 노점 1,,,,연일읍,"경상북도 포항시 남구 연일읍 형산강남로326번길 21, 309동 103호(영남비취타운)",35.9979358,129.3490447,2019-08-07
연일전통시장 노점 2,,,,연일읍,"경상북도 포항시 남구 오천읍 남원로 83, 208동 1003호(부영사랑으로)",35.9687074,129.4013874,2019-08-07
연일전통시장 노점 3,,,,연일읍,"경상북도 포항시 남구 연일읍 형산강남로326번길 25, 302동 307호(영남비취타운)",35.9976446,129.3491391,2019-08-07
연일전통시장 노점 4,,,,연일읍,"경상북도 포항시 남구 연일읍 형산강남로326번길 25, 302동 407호(영남비취타운)",35.9976446,129.3491391,2019-08-07
효자시장 노점 1,,,,효곡동,경상북도 포항시 남구 새천년대로 297 (효자동),36.0075209,129.3335874,2019-08-07
효자시장 노점 2,,,,효곡동,경상북도 포항시 남구 동해면 호미로2790번길 20-8,36.0140846,129.4776315,2019-08-07
영일대북부시장 노점 1,,,,중앙동,"경상북도 포항시 북구 중흥로255번길 25, 나동 308호(죽도동, 빌라맨션)",36.0267949,129.3579239,2019-08-07
영일대북부시장 노점 2,,,,중앙동,경상북도 포항시 북구 삼호로47번길 20-1 (대신동),36.0466327,129.3685979,2019-08-07
영일대북부시장 노점 3,,,,중앙동,경상북도 포항시 북구 삼호로47번길 21 (대신동),36.0467285,129.3684322,2019-08-07
영일대북부시장 노점 4,,,,중앙동,경상북도 포항시 북구 문화로9번길 39-3 (대신동),36.0464957,129.3660339,2019-08-07
영일대북부시장 노점 6,,,,중앙동,"경상북도 포항시 북구 죽도로28번길 65-10, 201호 (죽도동, 동호빌라)",36.0287469,129.3603064,2019-08-07
김성윤치과의원,054-247-2676,보건,보건,중앙동,경상북도 포항시 북구 칠성로 23 (남빈동),36.036324,129.3645333,2019-08-07
칠성편의점,054-247-8058,소매,소매,중앙동,경상북도 포항시 북구 대신로 21 (대신동),36.0461053,129.3677714,2019-08-07
수도상회,054-247-8955,소매,소매,중앙동,경상북도 포항시 북구 중앙로 357번길 12-3 (덕수동),36.0442986,129.3635605,2019-08-07
지오지아 포항점,054-242-0018,소매,소매,중앙동,경상북도 포항시 북구 불종로 36 (대흥동),36.0385552,129.3634575,2019-08-07
루아헤어스토아,054-244-0470,서비스,서비스,중앙동,"경상북도 포항시 북구 중앙로 412, 101호(대신동)",36.0489406,129.362876,2019-08-07
제시뉴욕 포항점,,도소매,도소매,중앙동,경상북도 포항시 북구 불종로 47-1(상원동),36.0385703,129.3648517,2019-08-07
GS25 포항대신점,054-261-4008,소매,소매,중앙동,경상북도 포항시 북구 중앙로 398번길 2 (대신동),36.04807,129.3641242,2019-08-07
카페베네송도점,054-231-3232,음식,음식,송도동,경상북도 포항시 남구 송도해안길 52-1(송도동),36.0354479,129.379525,2019-08-07
대동한의원,054-242-9700,보건,보건,죽도동,경상북도 포항시 북구 죽도시장길 30 (죽도동),36.0350776,129.3687175,2019-08-07
라벨라뷰티,,서비스,서비스,죽도동,"경상북도 포항시 북구 중흥로241번길 37, 1층(죽도동)",36.0264105,129.3560322,2019-08-07
골든기프트,054-278-4536,도소매,도소매,죽도동,경상북도 포항시 북구 중흥로 205(죽도동),36.0222052,129.357088,2019-08-07
세이브마트,054-282-8984,소매,소매,해도동,경상북도 포항시 남구 상공로233번길 39(해도동),36.0264342,129.3703169,2019-08-07
태경농산,,도소매,도소매,장량동,경상북도 포항시 북구 장량로114번길 17-8(장성동),36.0800359,129.3932468,2019-08-07
김떡순분식,,음식,음식,효곡동,"경상북도 포항시 남구 효성로 36(효자동, 1층)",36.0061245,129.3376731,2019-08-07
세운상회,054-275-6088,소매,소매,효곡동,"경상북도 포항시 남구 지곡로 253, 1층 124호(지곡동)",36.0289336,129.3240324,2019-08-07
대우커텐,054-247-8241,소매,소매,죽도동,경상북도 포항시 북구 죽도시장길 11-1(죽도동),36.035139,129.3666586,2019-08-07
땅벌건설중기,,건설,건설,용흥동,"경상북도 포항시 북구 새마을로 8(용흥동, 한라상가)",36.0386442,129.3587171,2019-08-07
나들목주유소,054-243-7000,소매,소매,흥해읍,경상북도 포항시 북구 흥해읍 삼흥로 448,36.0984288,129.3712205,2019-08-07
모두랑주유소,054-277-2008,도소매,도소매,용흥동,경상북도 포항시 북구 양학로 10번길 42(용흥동),36.0278221,129.3544815,2019-08-07
커피소노,054-278-7622,음식,음식,대이동,"경상북도 포항시 남구 대이로159번길 12-14, 1층(이동)",36.0296031,129.3382351,2019-08-07
신세계치과,054-253-2204,보건,보건,두호동,경상북도 포항시 북구 두호로 24 (두호동),36.0600765,129.3759997,2019-08-07
포항수산업협동조합 송도활어회센터,,음식,음식,송도동,경상북도 포항시 남구 희망대로 1308(송도동),36.0461583,129.3786909,2019-08-07
민속떡집,054-292-8510,제조,제조,오천읍,경상북도 포항시 남구 오천읍 장기로1690번길 1-2,35.9662576,129.4165776,2019-08-07
토니모리포항오천점,,소매,소매,오천읍,경상북도 포항시 남구 오천읍 정몽주로 493,35.9629131,129.4136762,2019-08-07
대한유업,054-286-0151,도소매,도소매,오천읍,경상북도 포항시 남구 오천읍 원리 1327,35.9729209,129.4056194,2019-08-07
샘표간장포항대리점,,도소매,도소매,대송면,경상북도 포항시 남구 대송면 장동홍계길 31,35.9686913,129.3588075,2019-08-07
포항농협 채소 중도매인8호,,도매,도매,죽도동,경상북도 포항시 북구 해동로173번길 5 (죽도동),36.0343039,129.3697453,2019-08-07
신포항수산20번,,도소매,도소매,죽도동,경상북도 포항시 북구 죽도시장13길 13(죽도동),36.0364191,129.3681417,2019-08-07
수퍼키티,,소매,소매,환여동,"경상북도 포항시 북구 삼호로 413, 1층 305호(환호동)",36.0691827,129.393211,2019-08-07
롯데칠성 포항북부대리점,054-252-5090,도소매,도소매,장량동,경상북도 포항시 북구 장량로18번길 40-12 (장성동),36.0789922,129.3818348,2019-08-07
오거리 따로 해장국,054-273-6560,음식,음식,죽도동,경상북도 포항시 북구 죽도로 48 (죽도동),36.0327851,129.3653412,2019-08-07
주영상사,054-249-2878,도매,도매,장량동,경상북도 포항시 북구 장량로128번길 34 (장성동),36.0786781,129.3939707,2019-08-07
진마트,054-255-5444,소매,소매,장량동,경상북도 포항시 북구 법원로129번길 37 (장성동),36.0874966,129.3822312,2019-08-07
레전드 야구존 포항점,054-283-5858,서비스,서비스,상대동,"경상북도 포항시 남구 포스코대로 390, 4층(대도동)",36.0150482,129.364864,2019-08-07
유강축산물직판장,,도소매,도소매,연일읍,"경상북도 포항시 남구 연일읍 유강길17번길 17, 102호 에이동",36.0041534,129.3175094,2019-08-07
죽도농산물시장 노점 4,,,,죽도동,"경상북도 포항시 북구 장량중앙로 33, 210동 1404호(양덕동,한양수자인)",36.0917032,129.385789,2019-08-07
죽도농산물시장 노점 5,,,,죽도동,"경상북도 포항시 북구 새마을로 2, 103동 1502호(용흥동,용흥현대1차타워아파트)",36.039318,129.3584357,2019-08-07
죽도농산물시장 노점 6,,,,죽도동,경상북도 포항시 북구 대신로17번길 11-5 (덕수동),36.0456397,129.3669925,2019-08-07
대아자동차매매상사,054-286-4915,소매,소매,흥해읍,"경상북도 포항시 북구 흥해읍 동해대로 878, B동 107호 17전시장",36.0590254,129.3208162,2019-08-07
상원비너스,054-246-7817,소매,소매,중앙동,경상북도 포항시 북구 중앙상가길 49 (신흥동),36.0392106,129.3648935,2019-08-07
신화사,054-276-8234,도소매,도소매,죽도동,"경상북도 포항시 북구 중흥로255번길 3,1층 105호(죽도동)",36.025822,129.3601665,2019-08-07
샛별수산,054-246-1769,도소매,도소매,죽도동,경상북도 포항시 북구 죽도시장13길 2-14(죽도동),36.0355449,129.3691324,2019-08-07
국아화점,054-242-9493,소매,소매,죽도동,경상북도 포항시 북구 죽도시장7길 10-10 (죽도동),36.0360154,129.3673577,2019-08-07
교촌치킨 양덕점,,음식,음식,장량동,경상북도 포항시 북구 천마로72번길 30 (양덕동),36.0828937,129.40023,2019-08-07
뜰아래식당,054-272-5425,음식,음식,대이동,"경상북도 포항시 남구 대이로111번길 9, 1층(대잠동)",36.0249616,129.33998,2019-08-07
조이너스,054-272-2312,소매,소매,장량동,경상북도 포항시 북구 천마로 103(양덕동),36.0857714,129.39647,2019-08-07
효자알뜰야채,054-274-2599,도소매,도소매,효곡동,경상북도 포항시 남구 효성로15번길 27 (효자동),36.0067518,129.3381957,2019-08-07
싱싱유통,,도소매,도소매,해도동,"경상북도 포항시 남구 해동로130번길 4, 1층(해도동)",36.0309416,129.3717869,2019-08-07
죽도시장 노점 29,054-231-1342,,,죽도동,경상북도 포항시 북구 죽도시장7길 12-1(죽도동),36.0362011,129.3671374,2019-08-07
죽도시장 노점 30,,,,죽도동,경상북도 포항시 북구 양학로 18-1(학잠동),36.025517,129.3508722,2019-08-07
죽도농산물시장 노점 7,,,,죽도동,"경상북도 포항시 북구 새마을로 2, 102동 905호(용흥동,용흥현대1차타워아파트)",36.039318,129.3584357,2019-08-07
죽도농산물시장 노점 8,,,,죽도동,"경상북도 포항시 북구 천마로90번길 33, 104동 1102호(양덕동,양덕e-편한세상1차)",36.085558,129.4007689,2019-08-07
Na옷짱,,소매,소매,두호동,"경상북도 포항시 북구 삼호로217번길 24, 나동 103호(두호동)",36.0588677,129.3754729,2019-08-07
한국건업,054-274-7051,도소매,도소매,대이동,경상북도 포항시 남구 희망대로 628(대잠동),36.0119462,129.3420983,2019-08-07
자연김밥,,음식,음식,우창동,경상북도 포항시 북구 우창동로22번길 2(우현동),36.0545131,129.3614386,2019-08-07
루디아365,,도소매,도소매,용흥동,"경상북도 포항시 북구 새마을로 92, 106호(용흥동)",36.0412869,129.3505571,2019-08-07
죽도농산물시장 노점 9,,,,죽도동,"경상북도 포항시 북구 창흥로 67, 311동 202호(창포동, 두호주공2차아파트)",36.0639826,129.3650123,2019-08-07
파리바게뜨(포항오거리점),054-281-8209,음식,음식,죽도동,"경상북도 포항시 북구 중흥로 319, 104호(죽도동)",36.0307494,129.3640819,2019-08-07
앤마트,054-283-2002,도소매,도소매,상대동,"경상북도 포항시 남구 상공로18번길 31-1, 1층(대도동)",36.0109974,129.3595764,2019-08-07
러브앤마트,054-277-6750,소매,소매,상대동,경상북도 포항시 남구 상공로46번길 13(대도동),36.0127844,129.3587135,2019-08-07
신광수산,,도소매,도소매,송도동,"경상북도 포항시 남구 운하로 160, 110호(송도동)",36.0377781,129.3718495,2019-08-07
유야수산,,도소매,도소매,송도동,경상북도 포항시 남구 희망대로 1271-4(송도동),36.0424397,129.376175,2019-08-07
구룡약국,,소매,소매,구룡포읍,경상북도 포항시 남구 구룡포읍 구룡포길 81,35.9909623,129.5547624,2019-08-07
스웰,,소매,소매,두호동,"경상북도 포항시 북구 대곡로 5,203호(두호동)",36.0635564,129.37347,2019-08-07
만복대게수산,,소매,소매,두호동,"경상북도 포항시 북구 삼흥로74번길 34, 508호(두호동,천호다정)",36.0685844,129.3827027,2019-08-07
행복잡화점,054-291-7890,도소매,도소매,오천읍,경상북도 포항시 남구 오천읍 정몽주로 645,35.9754254,129.4137625,2019-08-07
빅피쉬게임장,,서비스,서비스,오천읍,"경상북도 포항시 남구 오천읍 문덕로 42, 1층",35.9589502,129.4027164,2019-08-07
김진태수학교습소,054-248-3848,교육,교육,우창동,"경상북도 포항시 북구 우창동로 80, 112동 201호(우현동,우현삼도뷰엔빌W)",36.0576847,129.3668009,2019-08-07
소원축산,,도소매,도소매,우창동,경상북도 포항시 북구 우창동로 30(우현동),36.0549456,129.3623686,2019-08-07
치킨파티(양덕점),054-244-4242,음식,음식,장량동,경상북도 포항시 북구 양덕로30번길 42-6(양덕동),36.0810729,129.4065961,2019-08-07
해피플러스치떢,054-251-9982,음식,음식,장량동,경상북도 포항시 북구 법원로 51-1(장성동),36.0796783,129.3852616,2019-08-07
청실주단,054-242-7713,소매,소매,장량동,경상북도 포항시 북구 죽도시장3길 3-19(죽도동),36.0352167,129.3655562,2019-08-07
봉화산설렁탕,054-274-5288,음식,음식,대이동,경상북도 포항시 남구 대이로159번길 15(이동),36.0286229,129.3379738,2019-08-07
아이스크림할인점,,도소매,도소매,장량동,경상북도 포항시 북구 천마로90번길 4(양덕동),36.0844243,129.397234,2019-08-07
실버,054-253-4222,소매,소매,중앙동,경상북도 포항시 북구 중앙상가3길 15(대흥동),36.0371889,129.3641806,2019-08-07
세븐일레븐포항죽도시장점,054-254-2633,도소매,도소매,중앙동,경상북도 포항시 북구 해동로 203(동빈2가),36.037368,129.3692665,2019-08-07
스킨푸드,,소매,소매,중앙동,경상북도 포항시 북구 중앙상가길 27(대흥동),36.0377769,129.3635367,2019-08-07
규한양파,054-247-4251,도소매,도소매,죽도동,경상북도 포항시 북구 죽도시장2길 12 (죽도동),36.0345092,129.367276,2019-08-07
